ExpID,TopK,Diversity(clsuterSrecall),Diversity(greedySrecall),Diversity(srecall),Relevance(clsuterNrelevance),Relevance(greedyNrelevance),Relevance(relevance),Time(greedyTime)
1,5,0.1111111111111111,0.16666666666666666,0.5,0.522633744855967,0.9300411522633744,0.7795275590551181,1246434.0
2,6,0.16666666666666666,0.2222222222222222,0.3333333333333333,0.32702237521514627,0.9242685025817554,1.8263157894736841,677354.0
3,7,0.3333333333333333,0.2777777777777778,-0.16666666666666657,0.3748148148148149,0.9348148148148147,1.4940711462450587,713787.0
4,8,0.2777777777777778,0.3333333333333333,0.19999999999999987,0.32421875,0.9453125,1.9156626506024097,229890.0
5,9,0.2777777777777778,0.3333333333333333,0.19999999999999987,0.470314318975553,0.9604190919674039,1.042079207920792,84669.0
6,10,0.2777777777777778,0.3333333333333333,0.19999999999999987,0.2518440463645943,0.9736564805057956,2.866108786610879,104169.0
7,11,0.3333333333333333,0.3333333333333333,0.0,0.5437921077959577,0.9817131857555342,0.8053097345132745,87235.0
8,12,0.4444444444444444,0.3333333333333333,-0.25,0.3297872340425531,0.9725177304964537,1.948924731182796,94932.0
9,13,0.3888888888888889,0.3333333333333333,-0.1428571428571429,0.3251028806584362,0.9827160493827158,2.022784810126582,110840.0
10,14,0.3888888888888889,0.3888888888888889,0.0,0.4734819369715604,0.9846272098385856,1.0795454545454541,112892.0
11,15,0.4444444444444444,0.3888888888888889,-0.12499999999999993,0.33189033189033196,0.9855699855699853,1.9695652173913032,116484.0
12,16,0.4444444444444444,0.3888888888888889,-0.12499999999999993,0.40924541128484027,0.9904826648538407,1.4202657807308965,113405.0
13,17,0.4444444444444444,0.3888888888888889,-0.12499999999999993,0.42379421221864955,0.9922829581993567,1.341426403641881,138550.0
14,18,0.3888888888888889,0.3888888888888889,0.0,0.2648318042813456,0.9981651376146788,2.7690531177829087,130852.0
15,19,0.2777777777777778,0.3888888888888889,0.39999999999999997,0.4030373831775701,0.9964953271028039,1.4724637681159423,172418.0
16,20,0.5,0.3888888888888889,-0.2222222222222222,0.43512304250559286,0.9988814317673377,1.2956298200514136,182680.0
17,21,0.5,0.3888888888888889,-0.2222222222222222,0.3709071390230811,0.9989264626945785,1.693198263386396,181654.0
18,22,0.6111111111111112,0.4444444444444444,-0.2727272727272728,0.39752194114610223,1.0,1.5155844155844156,127261.0
19,23,0.5,0.5,0.0,0.31321695760598506,0.9930174563591022,2.1703821656050954,138549.0
20,24,0.5,0.5,0.0,0.27470930232558144,0.997577519379845,2.631393298059964,124694.0
21,25,0.5,0.5,0.0,0.3360075507314771,0.995280792826805,1.9620786516853934,120077.0
22,26,0.5555555555555556,0.5,-0.10000000000000003,0.2709291628334867,0.9935602575896963,2.6672325976230886,130340.0
23,27,0.5555555555555556,0.5,-0.10000000000000003,0.5026929982046678,0.9874326750448834,0.9642857142857146,146247.0
24,28,0.6111111111111112,0.5,-0.18181818181818188,0.5118317265556531,0.9811568799298862,0.9169520547945201,139576.0
25,29,0.5555555555555556,0.5,-0.10000000000000003,0.4689241320188598,0.9832833261894558,1.0968921389396715,143681.0
26,30,0.5555555555555556,0.5,-0.10000000000000003,0.375577003776752,0.9874108266890476,1.629050279329609,157536.0
27,31,0.5,0.5,0.0,0.4796547472256473,0.9893136046033704,1.062553556126821,169852.0
28,32,0.6111111111111112,0.5555555555555556,-0.09090909090909094,0.43553585817888807,0.9919419822723612,1.2775208140610546,154971.0
29,33,0.7222222222222222,0.5555555555555556,-0.23076923076923073,0.3788058521154608,0.9932779754843813,1.622129436325678,142142.0
30,34,0.5555555555555556,0.5555555555555556,0.0,0.4246894409937888,0.9922360248447208,1.3363802559415,144195.0
31,35,0.6111111111111112,0.6111111111111112,0.0,0.5263157894736843,0.9885583524027464,0.8782608695652178,140089.0
32,36,0.6111111111111112,0.6666666666666666,0.09090909090909076,0.32245969253843276,0.9902512185976756,2.07093023255814,150866.0
33,37,0.7222222222222222,0.7222222222222222,0.0,0.3755071929177426,0.9915160457395797,1.6404715127701377,143681.0
34,38,0.7222222222222222,0.7777777777777778,0.07692307692307696,0.4620414093715945,0.99346167816927,1.1501572327044032,148812.0
35,39,0.6111111111111112,0.7777777777777778,0.27272727272727265,0.4274973147153598,0.9957035445757253,1.329145728643217,157023.0
