"Friendly
5 March 2014",Germany,1–0,Chile,"Stuttgart, Germany"
19:45 GMT,Götze  16',Report,,"Stadium: Mercedes-Benz Arena
Attendance: 54,449
Referee: Mark Clattenburg"
