Country,German speaking population (outside Europe)
US,"5,000,000"
Canada,"450,000"
Brazil,"1,400,000"
Argentina,"250,000"
Mexico,"200,000"
Australia,"110,000"
South Africa,"75,000 (German expatriate citizens alone)"
Chile,"50,000"
Paraguay,"30,000"
New Zealand,"37,500"
Namibia,"30,000 (German expatriate citizens alone)"
Venezuela,"10,000"
