"2014 FIFA World Cup Q
26 March 2013",Germany,4–1,Kazakhstan,"Nuremberg, Germany"
19:45 GMT,"Reus  23', 90'
Götze  27'
Gündoğan  32'",Report,Schmidtgal  46',"Stadium: Frankenstadion
Attendance: 43,500
Referee: Halis Özkahya"
